,country,article_name,revision_id,article_quality_est,population
467,Nepal,Tarinee Datt Chataut,698572252,Stub,29996000.0
468,Nepal,Rabindra Nath Sharma,698572269,Stub,29996000.0
469,Nepal,Tek Bahadur Chokhyal,698572288,Stub,29996000.0
470,Nepal,Dip Kumar Upadhaya (Lamichhane),698572291,Stub,29996000.0
471,Nepal,Brijesh Kumar Gupta,698572322,Stub,29996000.0
472,Nepal,Harka Bahadur Singh,698572326,Stub,29996000.0
473,Nepal,Mohammad Estiyak Rai,698573619,Stub,29996000.0
474,Nepal,Rameshwor Prasad Dhungel,698573648,Stub,29996000.0
475,Nepal,Parbati Chaudhary,698573657,Stub,29996000.0
476,Nepal,Ram Hari Subedi,698573663,Stub,29996000.0
477,Nepal,Malabar Singh Thapa,698573690,Stub,29996000.0
478,Nepal,Yagya Bahadur Basnyat,698573707,Stub,29996000.0
479,Nepal,Narayan Singh Pun,698573738,Stub,29996000.0
480,Nepal,Ram Ayodhya Prasad Yadav,698575586,Stub,29996000.0
481,Nepal,Ramnath Dhakal,698575613,Stub,29996000.0
482,Nepal,Sher Bahadur Kunwor,698575620,Stub,29996000.0
483,Nepal,Ram Bir Manandhar,698575646,Stub,29996000.0
484,Nepal,Radhe Chandra Yadav,698575662,Stub,29996000.0
485,Nepal,Til Kumar Menyangbo Limbu,698575677,Stub,29996000.0
486,Nepal,Tirtha Ram Dangol,698575695,Stub,29996000.0
487,Nepal,Rajendra Kumar KC,698575714,Stub,29996000.0
488,Nepal,Lekh Nath Neupane,698582041,Stub,29996000.0
489,New Zealand,Frank Lark,698635954,Start,4987000.0
490,Bhutan,Dorji Namgyal,698806662,Stub,730000.0
491,Bhutan,Ugyen Tshering,698806682,Stub,730000.0
492,Maldives,Ibrahim Didi,698807297,Stub,541000.0
493,Maldives,Ibrahim Saleem,698807322,Stub,541000.0
494,Maldives,Mohamed Munavvar,698807325,Start,541000.0
495,Maldives,Mohamed Zahir Hussain,698807337,Stub,541000.0
496,Maldives,Azima Shukoor,698807345,Stub,541000.0
497,Maldives,Mohamed bin Hajj Ali Thukkala,698807371,Stub,541000.0
498,Maldives,Mahmood Razi,698807791,Stub,541000.0
500,Sri Lanka,Kumaraswamy Nandagopan,698946168,Stub,21937000.0
501,Sri Lanka,V. Sivayogan,698946169,Stub,21937000.0
502,Sri Lanka,P. Ariyaratnam,698947539,Stub,21937000.0
503,Sri Lanka,V. Edirmannasingham,698947672,Stub,21937000.0
504,Sri Lanka,K. Vignarajah,698947841,Stub,21937000.0
505,Sri Lanka,M. Manickam,698948097,Stub,21937000.0
506,Sri Lanka,S. R. P. Sraiva,698948150,Stub,21937000.0
507,Slovakia,Štefan Osuský,698964210,C,5462000.0
508,Poland,Elżbieta Branicka,699022350,Stub,38368000.0
509,Sri Lanka,S. Pasupathipillai,699090098,Stub,21937000.0
510,Sri Lanka,Ananda Kumarasiri,699090515,Stub,21937000.0
511,Spain,Manuel Martin (conquistador),699093655,Stub,47635000.0
512,Myanmar,Thein Tun,699105110,Stub,54704000.0
513,Myanmar,Khin Yi,699105313,Stub,54704000.0
514,Myanmar,Win Aung,699105350,Start,54704000.0
515,Myanmar,Sao Seng Suk,699105456,Stub,54704000.0
516,Myanmar,Maung Oo,699105911,Start,54704000.0
517,Myanmar,Nai Htaw Sorn,699105927,Start,54704000.0
518,Myanmar,Sein Myint,699105952,Stub,54704000.0
519,Myanmar,Khin Maung Thein,699105999,Stub,54704000.0
520,Myanmar,Kyaw Swa Khaing,699106128,Stub,54704000.0
521,Myanmar,Khin San Hlaing,699106152,Stub,54704000.0
522,Myanmar,Tin Hlaing,699106649,Stub,54704000.0
523,Myanmar,Thein Swe,699106665,Stub,54704000.0
524,Morocco,Mohammad Temim,699136209,Stub,35952000.0
525,Poland,Teodor Szybiłło,699143672,Stub,38368000.0
526,Thailand,Prapat Panyachatraksa,699197059,Stub,66534000.0
527,Thailand,Suwat Liptapanlop,699197123,C,66534000.0
528,Thailand,Sutham Sangprathum,699197323,Stub,66534000.0
529,Thailand,Virachai Virameteekul,699197850,Start,66534000.0
530,Thailand,Theera Wongsamut,699198463,Start,66534000.0
531,Thailand,Kraisak Choonhavan,699198744,Start,66534000.0
532,Thailand,Chob Yodkaew,699199094,Stub,66534000.0
533,Mongolia,Mönkhchuluuny Zorigt,699217035,Stub,3361000.0
534,Mongolia,Nyamjavyn Batbayar,699217197,Stub,3361000.0
535,Switzerland,Fritz Hofmann (politician),699244801,Stub,8634000.0
536,Ukraine,Andriy Veselovsky,699336500,Start,41778000.0
537,Ukraine,Ivan Maistrenko,699336835,Stub,41778000.0
538,Russia,Yury Lutovinov,699336991,Start,146733000.0
539,Ukraine,Ihor Kharchenko,699337057,Start,41778000.0
540,Ukraine,Mykola Hrabar,699337076,Stub,41778000.0
541,Austria,Emil Byk,699337845,Stub,8914000.0
542,Ukraine,Ihor Dushyn,699338274,Stub,41778000.0
543,Moldova,Victor Său,699338569,Stub,3535000.0
544,Russia,Vasiliy Pokotilo,699339086,Stub,146733000.0
545,Moldova,Iuliana Gorea-Costin,699339429,Start,3535000.0
546,Moldova,Alexandru Codreanu,699339451,Stub,3535000.0
547,Poland,Paweł Adamowicz,699339741,Stub,38368000.0
548,Romania,Ioan Străjescu,699339799,Stub,19241000.0
549,Romania,Alexandru Cantacuzino,699339851,Stub,19241000.0
550,Romania,Eugen Bejinariu,699340034,Stub,19241000.0
551,Poland,Juliusz Leo,699340111,Stub,38368000.0
552,Israel,Leo Goldhammer,699340192,Start,9216000.0
553,Moldova,Ivan Tkachenko (politician),699340750,Stub,3535000.0
554,Azerbaijan,Yevsey Gindes,699340982,Start,10108000.0
555,Moldova,Pavel Parasca,699341069,Start,3535000.0
556,Poland,Albin Dunajewski,699341077,Stub,38368000.0
557,Kenya,Sospeter Machage,699341277,Start,53528000.0
558,Poland,Franciszek Bajorek,699359388,Start,38368000.0
559,Tunisia,Mohamed Charfi,699363937,Stub,11896000.0
560,Australia,Don Ferguson (South Australian politician),699385095,Stub,25754000.0
561,Australia,Keith Plunkett,699387282,Stub,25754000.0
562,Australia,Kym Mayes,699387500,Stub,25754000.0
563,Australia,Max Brown (politician),699387764,Stub,25754000.0
564,United States,Wyllys–Haynes family,699520934,Start,329878000.0
565,Russia,Viktor Anpilov,699565471,Stub,146733000.0
566,Ireland,Derek Nally,699589239,Stub,5003000.0
567,Albania,Fiqirete Shehu,699674395,Stub,2838000.0
568,China,Fan Chuo (Tang dynasty),699691415,Start,1402385000.0
569,Nicaragua,Óscar Moncada,699692070,Stub,6596000.0
571,Yemen,Yahya Al-Mutawakel,699698896,Stub,29826000.0
572,Mexico,Óscar González (politician),699700649,Stub,127792000.0
573,Tanzania,Rosebud Kurwijila,699701755,Stub,59734000.0
574,Romania,Constantin Angelescu,699739069,Stub,19241000.0
575,Bulgaria,Ivan Marazov,699876153,Stub,6927000.0
576,New Zealand,William Henry Dillon Bell,699931269,Stub,4987000.0
577,Maldives,Ibrahim Ismail (politician),699979806,C,541000.0
578,Pakistan,Choudry Mohammad Sadiq,700002117,Stub,220940000.0
579,Finland,William Lundström,700027061,Stub,5529000.0
580,Australia,Ivon Wardle,700061282,Stub,25754000.0
581,France,Alexandre-François Vivien,700172278,C,64940000.0
582,Sweden,Andrea Törnestam,700180948,Stub,10377000.0
583,South Sudan,Natisio Loluke,700307974,Stub,11194000.0
584,South Sudan,Teker Riek Dong,700312550,Stub,11194000.0
585,Australia,Sydney Innes-Noad,700355020,Stub,25754000.0
586,Australia,Joseph Beeston,700355034,Stub,25754000.0
587,Australia,John Hall (New South Wales politician),700355073,Stub,25754000.0
589,Poland,Jacek Majchrowski,700445444,Start,38368000.0
590,Portugal,Antão Martins Homem,700458967,Start,10255000.0
591,France,Charles Chaumet,700474660,Stub,64940000.0
592,France,Albert Roussin,700475564,Stub,64940000.0
593,France,Léon Martin Fourichon,700476319,Stub,64940000.0
594,France,Louis Raymond de Montaignac de Chauvance,700476353,Stub,64940000.0
595,Germany,Fritz Heckert,700669417,Stub,83300000.0
596,China,Grand Empress Dowager Shangguan,700670718,C,1402385000.0
597,Serbia,Zaharije Trnavčević,700719585,Stub,6957000.0
598,Egypt,Mohamed Kamel Leilah,700864508,Stub,100803000.0
599,Ukraine,Aleksandr Zolotarev,700932354,Start,41778000.0
600,Taiwan,Timothy Ting,701014752,Start,23610000.0
601,Bangladesh,Moinuddin Ahmed Chowdhury,701047665,C,169809000.0
602,Bangladesh,Dewan Farid Gazi,701048027,Stub,169809000.0
603,Palestinian Territory,Tawfik Tirawi,701106976,Start,5008000.0
604,Luxembourg,Léon de la Fontaine,701219833,Start,632000.0
605,Latvia,Mārtiņš Antons,701394744,Stub,1902000.0
606,Latvia,Aigars Prūsis,701395219,Stub,1902000.0
607,Nepal,Kumar Lingden,701431224,Stub,29996000.0
608,United States,Samuel R. Spencer,701437626,Stub,329878000.0
609,Suriname,Winston Jessurun,701452937,Start,605000.0
610,Belarus,Nikolay Goloded,701588716,Stub,9375000.0
611,Australia,Alfred Edwin Winter,701742218,Stub,25754000.0
612,Sierra Leone,Minkailu Bah,701745522,Stub,7977000.0
614,Brazil,Raimundo Colombo,701832149,Stub,211812000.0
615,Egypt,Khaled Dawoud,701871912,Stub,100803000.0
616,Estonia,Edgar V. Saks,701896358,Start,1331000.0
617,Ghana,Samuel Yaw Adusei,701904302,Stub,31073000.0
618,Niger,List of Nigerien politicians,701961167,Stub,24189000.0
619,China,Zhao Xinchu,701998658,Stub,1402385000.0
620,Nicaragua,Manuel Pérez (President of Nicaragua),702098995,Stub,6596000.0
621,Sweden,Tomas Bertelman,702258783,Stub,10377000.0
622,Myanmar,U Thaung (politician),702355716,Stub,54704000.0
623,Myanmar,Chan Nyein,702357552,Stub,54704000.0
624,Guinea,Barry Diawadou,702484294,Stub,12560000.0
625,Argentina,Antonio Mucci,702509338,Stub,45377000.0
626,Sweden,Bengt Jönsson (Oxenstierna),702687818,Stub,10377000.0
627,Finland,Jacob Magnus Sprengtporten,702707688,Start,5529000.0
628,Sweden,Johan Oxenstierna,702712670,Start,10377000.0
629,Iraq,Hikmat Mizban Ibrahim al-Azzawi,702727008,Start,39725000.0
630,Finland,Axel Lille,702729826,Stub,5529000.0
631,Sweden,Nils Jönsson (Oxenstierna),702740797,Start,10377000.0
632,Russia,Mikhail Aleksandrovich Stakhovich,702832114,Stub,146733000.0
633,Sweden,Bo Holmberg,702875035,Stub,10377000.0
634,Finland,Lauri Kaijalainen,702893111,Stub,5529000.0
635,Austria,Hubert Gorbach,702930848,Stub,8914000.0
636,Russia,Sergei Ivanovich Tiulpanov,702949370,Start,146733000.0
637,Germany,Veit Ludwig von Seckendorff,702964122,Start,83300000.0
638,San Marino,Giovanni Lonfernini,702969677,Stub,34000.0
639,Sweden,Mats Svegfors,702972334,Stub,10377000.0
640,Guinea,Lamine Sidimé,702973103,Stub,12560000.0
641,Grenada,Daniel Williams (governor-general),702974211,Start,113000.0
642,Spain,Nemesi Marqués Oste,702974510,Stub,47635000.0
643,Bolivia,Guillermo Lora,703029024,Stub,11633000.0
645,Iraq,Ahmed al-Barak,703053769,Stub,39725000.0
646,Iraq,Wael Abdul Latif,703053876,Stub,39725000.0
647,Iraq,Dara Nur al-Din,703053905,Stub,39725000.0
648,Iraq,Mufid Mohammad Jawad al-Jazairi,703054379,Stub,39725000.0
649,Iraq,Nuri Badran,703054420,Stub,39725000.0
650,Iraq,Abdel Amir Abbud Rahima,703054447,Stub,39725000.0
651,Iraq,Ali Faik al-Ghadban,703054465,Stub,39725000.0
652,Iraq,Khodayyir Abbas,703054481,Stub,39725000.0
653,Iraq,Hashim Abderrahman al-Shibli,703054542,Start,39725000.0
654,Iraq,Rashad Mandan Omar,703054561,Stub,39725000.0
655,Iraq,Sami Azara al-Majun,703054581,Stub,39725000.0
656,Iraq,Kamel al-Kilani,703054633,Stub,39725000.0
657,Iraq,Mohammad Jassem Khodayyir,703054668,Stub,39725000.0
658,Costa Rica,Carlos Durán Cartín,703055426,Stub,5111000.0
659,Costa Rica,Aniceto Esquivel Sáenz,703055552,Stub,5111000.0
660,Sweden,Tommy Funebo,703060685,Stub,10377000.0
661,United States,Garrett D. Kinney,703098503,Stub,329878000.0
662,Bolivia,Manuel Isidoro Belzu,703105765,C,11633000.0
664,Uruguay,Juan José de Amézaga,703183568,Start,3531000.0
665,Colombia,Francisco Javier Zaldúa,703187650,C,49444000.0
666,United Kingdom,John Willard (Australian politician),703207074,Stub,67160000.0
667,Martinique,Claude Lise,703216645,Stub,356000.0
668,France,"Charles Louis Bernard de Cléron, comte d'Haussonville",703222512,Stub,64940000.0
669,France,Philippe Massoni,703224305,Stub,64940000.0
670,Canada,David John Rankin,703226576,Stub,38190000.0
671,Poland,Aleksander Arendt,703296748,Stub,38368000.0
672,Poland,Bernard Szczęsny,703296780,Stub,38368000.0
673,Poland,Szczepan Lewna,703296853,Stub,38368000.0
674,Mexico,Miguel Cárdenas,703325745,Stub,127792000.0
675,Mauritania,Mohamed Lemine Ch'bih Ould Cheikh Melainine,703331074,C,4650000.0
676,Finland,Gun Carlson,703366953,Stub,5529000.0
677,Finland,Roger Jansson,703366980,Stub,5529000.0
678,Yemen,Muhammad Said al-Attar,703380433,Stub,29826000.0
679,Yemen,Hassan Muhammad Makki,703384635,Stub,29826000.0
680,Yemen,Kadhi Abdullah al-Hagri,703384656,Stub,29826000.0
681,United Kingdom,Alan Huckle,703385617,Stub,67160000.0
682,Russia,Sergei Zubatov,703386200,Start,146733000.0
683,Finland,Olof Erland,703392035,Stub,5529000.0
684,Finland,Sune Eriksson,703392121,Stub,5529000.0
685,Sweden,Fredrik Gyllenborg,703401191,Stub,10377000.0
686,Germany,Bruno Erhard Abegg,703401364,Stub,83300000.0
687,France,Daniel Constantin (administrator),703403120,Stub,64940000.0
688,South Africa,Gert Rudolph,703405191,Start,59628000.0
689,Austria,Anton von Winzor,703406889,Stub,8914000.0
690,Portugal,Francisco Lopes,703412803,Stub,10255000.0
691,Costa Rica,Alberto Oreamuno Flores,703416870,Stub,5111000.0
692,China,Zhang Anshi,703422434,Stub,1402385000.0
693,France,Jacques Claude Beugnot,703423083,Start,64940000.0
695,Cameroon,Nzo Ekangaki,703442039,Start,26598000.0
696,Switzerland,Theodor Ab Yberg,703463813,Start,8634000.0
698,Chile,Manuel Montt,703494680,Start,19470000.0
699,Uruguay,José Antonio Mora,703495399,Stub,3531000.0
700,Afghanistan,Faizanullah Faizan,703507854,Stub,38928000.0
701,Angola,Francisco Romão,703532164,Stub,32522000.0
702,Armenia,Ohannes Tchekidjian,703540064,Start,2956000.0
703,Tuvalu,Lagitupu Tuilimu,703546632,Start,10000.0
704,Sweden,Hans von Dellingshausen,703547153,Stub,10377000.0
705,Poland,Cyryl Ratajski,703550487,Stub,38368000.0
706,Bosnia-Herzegovina,Dragan Mikerević,703551448,Stub,3281000.0
707,France,Émile Deschanel,703555897,Stub,64940000.0
708,Iceland,Ragnar Arnalds,703558722,Stub,368000.0
709,Iceland,Sigurður Kári Kristjánsson,703558902,Stub,368000.0
710,Iceland,Guðjón Arnar Kristjánsson,703559376,Stub,368000.0
711,Iceland,Magnús Þór Hafsteinsson,703559571,Stub,368000.0
712,Sweden,Lars Herman Gyllenhaal,703560413,Stub,10377000.0
713,New Zealand,Gregory Fortuin,703569338,Stub,4987000.0
714,Benin,Rogatien Biaou,703580130,Stub,12209000.0
715,South Africa,Charles Saunders (administrator),703652809,Start,59628000.0
717,China,Zheng Chenggong,703693244,Stub,1402385000.0
718,Argentina,Manuel Guillermo Pinto,703707383,Stub,45377000.0
719,Lesotho,Mohlabi Tsekoa,703719281,Start,2142000.0
720,Portugal,Jorge de Melo,703721936,Stub,10255000.0
721,San Marino,Giuseppe Arzilli,703726449,Stub,34000.0
722,San Marino,Roberto Raschi,703726461,Stub,34000.0
723,China,Huo Guang,703759447,C,1402385000.0
725,Ghana,Ernest Ako,703821686,Stub,31073000.0
726,Germany,Fritz Theilen,703857757,Stub,83300000.0
727,Finland,Juho Niukkanen,703874973,Stub,5529000.0
728,New Zealand,Alexander Creighton Arthur,703875077,Stub,4987000.0
729,Ethiopia,Abebe Aregai,703915721,B,114916000.0
730,Ukraine,Andriy Chornovil,703922417,Stub,41778000.0
731,Switzerland,Max Binder,703925527,Stub,8634000.0
732,Myanmar,Khin Htay Kywe,703937309,Stub,54704000.0
733,Myanmar,Myint Aung (MP),703937386,Stub,54704000.0
734,Gabon,Paul-Marie Yembit,704000120,Stub,2231000.0
735,Belgium,Jacques Germeaux,704001951,Stub,11515000.0
736,Ireland,Anthony Daly (Whiteboy),704004670,Stub,5003000.0
737,Colombia,Santos Acosta,704010140,Start,49444000.0
738,Romania,Constantin Dăscălescu,704039294,Stub,19241000.0
739,Romania,Gheorghe Pop de Băsești,704047959,Stub,19241000.0
740,Nigeria,Henry Ajomale,704094181,Stub,206140000.0
741,Canada,Robert Melville Smith,704136762,Stub,38190000.0
742,Nigeria,Kolapo Ishola,704235837,Start,206140000.0
743,Philippines,Batarah Shah Tengah,704358444,C,109581000.0
744,Nepal,Sita Subedi,704369545,Stub,29996000.0
746,Chile,Víctor Olea Alegría,704428239,Stub,19470000.0
747,Poland,Kazimierz Krasiński,704438564,Stub,38368000.0
748,France,Théophile Aube,704438953,Stub,64940000.0
749,France,Jean Marie Antoine de Lanessan,704451065,Start,64940000.0
750,Poland,Stanisław Antoni Szczuka,704452023,Start,38368000.0
751,Poland,Karol Marcinkowski,704455431,Start,38368000.0
752,France,Louis-Lucien Klotz,704460602,Start,64940000.0
753,Poland,Mirosław Dzielski,704467987,Stub,38368000.0
754,Slovakia,Peter Tatár,704476712,Stub,5462000.0
755,Iraq,Ali al-Haidari,704491213,Stub,39725000.0
756,Canada,Myra Freeman,704516768,Start,38190000.0
757,Poland,Ewaryst Estkowski,704529226,Stub,38368000.0
758,Poland,Tytus Działyński,704529261,Start,38368000.0
759,Poland,Maksymilian Jackowski,704529371,Stub,38368000.0
760,Poland,Antoni Kraszewski,704529469,Stub,38368000.0
761,Germany,Ferdinand von Hansemann,704529565,Stub,83300000.0
762,Poland,Ludwik Mycielski,704529649,Stub,38368000.0
763,Poland,Andrzej Niegolewski,704529680,Stub,38368000.0
764,Poland,Władysław Niegolewski,704529707,Stub,38368000.0
765,Poland,Gustaw Potworowski,704529774,Stub,38368000.0
766,Poland,Piotr Wawrzyniak,704529947,Stub,38368000.0
767,Poland,Aniela Tułodziecka,704529983,Stub,38368000.0
768,Germany,Heinrich von Tiedemann,704530012,Stub,83300000.0
769,Poland,Roman Szymański,704530050,Stub,38368000.0
770,Poland,Florian Stablewski,704530111,Stub,38368000.0
771,Poland,Walenty Stefański,704530148,Stub,38368000.0
772,Poland,Karol Rzepecki,704530193,Stub,38368000.0
773,Poland,Edward Raczyński (1786–1845),704530253,Stub,38368000.0
774,Colombia,Luis Eduardo Garzón,704569851,Start,49444000.0
775,Finland,Lasse Wiklöf,704575541,Stub,5529000.0
776,Japan,Mōri Gorō,704596904,Stub,125967000.0
777,Russia,Magomed Omarov (politician),704597450,Start,146733000.0
778,Argentina,Danilo Baroni,704600764,Stub,45377000.0
779,Iraq,Abdul Razak al-Hashimi,704611447,Stub,39725000.0
780,Bolivia,Mario Monje,704636414,Stub,11633000.0
782,Jamaica,Sam Brown (Rastafari),704651379,Start,2809000.0
783,Iraq,Nehro Mohammed,704668476,Stub,39725000.0
784,China,Zhou Jiannan,704676106,Stub,1402385000.0
785,Sweden,Sten Wahlund,704689916,Stub,10377000.0
786,Nigeria,Philip O. Emafo,704719275,Stub,206140000.0
787,Iceland,Árni Sigfússon,704744768,Stub,368000.0
788,France,Pierre Mazeaud,704745155,Start,64940000.0
789,Kyrgyzstan,Amangeldy Muraliyev,704772645,Stub,6594000.0
790,Liberia,Thomas Nimely,704779585,Stub,5058000.0
792,Germany,Karl Zell,704816808,Start,83300000.0
793,Switzerland,Pierre Muller,704830391,Stub,8634000.0
794,France,Jules Develle,704833506,Stub,64940000.0
795,Hungary,Ferenc Münnich,704859854,Start,9767000.0
796,Hungary,Antal Dovcsák,704860350,Stub,9767000.0
797,Finland,Irina Krohn,704866062,Stub,5529000.0
798,Argentina,Oscar Alende,704875463,Start,45377000.0
799,Spain,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",704888246,Stub,47635000.0
800,Israel,Uriel Yitzhaki,704893591,Stub,9216000.0
801,Russia,Mikhail Lapshin,704897187,Stub,146733000.0
802,Denmark,Carl Edvard Rotwitt,704906631,Stub,5829000.0
803,Denmark,Christian Emil Krag-Juel-Vind-Frijs,704909164,Stub,5829000.0
804,Denmark,Ludvig Holstein-Holsteinborg,704909244,Stub,5829000.0
805,Denmark,Christen Andreas Fonnesbech,704909670,Stub,5829000.0
806,Fiji,Josefa Dimuri,704914179,Start,896000.0
807,Denmark,Tage Reedtz-Thott,704916318,Stub,5829000.0
808,Denmark,Hugo Egmont Hørring,704916375,Stub,5829000.0
809,Denmark,Johan Henrik Deuntzer,704917703,Stub,5829000.0
811,Denmark,Frode Sørensen (politician),704929287,Stub,5829000.0
812,Russia,Pyotr Krasikov,704933176,Stub,146733000.0
813,Denmark,Christian Ulrik Gyldenløve,704936337,Stub,5829000.0
815,Brazil,Israel Pinheiro da Silva,704954450,Stub,211812000.0
816,Chile,Germán Riesco,704966834,C,19470000.0
817,Poland,Władysław Stanisław Zamoyski,704971958,Stub,38368000.0
818,Poland,Roman Sołtyk,704981447,Stub,38368000.0
819,Iraq,Muhammed Ibrahim al-Juraissey,704981869,Stub,39725000.0
820,Switzerland,Peter Friederich,704987150,Stub,8634000.0
821,Brazil,Augusto Farias,705001594,Stub,211812000.0
822,United Kingdom,George Durant,705015595,Start,67160000.0
823,Poland,Antoni Jan Ostrowski,705017090,Start,38368000.0
824,Poland,Franciszek Ksawery Godebski,705038435,Stub,38368000.0
825,Serbia,Jakov Nenadović,705046546,Start,6957000.0
826,Bosnia-Herzegovina,Šahbaz Džihanović,705071250,Stub,3281000.0
828,Cyprus,Salih Usar,705088060,Stub,1207000.0
829,Croatia,Silvije Degen,705106158,Stub,4020000.0
830,Australia,Joan Coxsedge,705111781,Stub,25754000.0
